row_id,text_hash,original_label,reason,representative_row_id
train_069905,c570e6e0ee8912fb969fa05dccdede1303a7bfeff1c103eefe52f8ebb72e1ea7,1,same_label_duplicate,train_069879
train_071814,c5fcad4c345b26f84a12e11876de099c3c0918a0d9254dedb199feadcf3f94d4,3,same_label_duplicate,train_071809
train_009266,c6d10662e85298eaf668246646852641350a9b71c7df7392ef3f3f7cb68988bd,2,same_label_duplicate,train_005287
train_060674,c956f30225c5681644690a37bf7f35c6f5586ef822b7842eb2d03eed7cedd48e,3,conflicting_label_duplicate,
train_060748,c956f30225c5681644690a37bf7f35c6f5586ef822b7842eb2d03eed7cedd48e,2,conflicting_label_duplicate,
train_053826,cbcf8c3765e814466b9da959d9c4a7a9e4d900e3ec0a01d9fca5844cca4fe006,3,conflicting_label_duplicate,
train_053859,cbcf8c3765e814466b9da959d9c4a7a9e4d900e3ec0a01d9fca5844cca4fe006,2,conflicting_label_duplicate,
train_076100,ccf32d557239ec09bf3c61f0a45a8cceb2c79aa7f837430665c684d3f05dde8e,3,conflicting_label_duplicate,
train_076153,ccf32d557239ec09bf3c61f0a45a8cceb2c79aa7f837430665c684d3f05dde8e,0,conflicting_label_duplicate,
train_002270,cd83a9d0acceb6b8121eef12dcdd155872bc50e664c4cf58ac13109f08c1dac2,1,same_label_duplicate,train_002256
train_119220,cf137edea9d2881e7980b01f050bef407eb51a020b2fe95b12e904aac7684d7a,2,same_label_duplicate,train_119204
train_030989,cf1a23cc5c5911f0778101e3ef6e0dc6bf93ee07530ca2200fc01a4c4c6d0fe0,2,conflicting_label_duplicate,
train_031070,cf1a23cc5c5911f0778101e3ef6e0dc6bf93ee07530ca2200fc01a4c4c6d0fe0,0,conflicting_label_duplicate,
train_093624,d0275be5aef20db6eaadc7d11de7957d33687d4a1b07f0f6abed770d5a42717c,2,conflicting_label_duplicate,
train_093680,d0275be5aef20db6eaadc7d11de7957d33687d4a1b07f0f6abed770d5a42717c,3,conflicting_label_duplicate,
train_070301,d0bf7c27448053811a140c0a794b6203c8ae821993cec0ed64e281dd7c5baeee,1,same_label_duplicate,train_070289
train_000674,d10a4ebcf992a28099855d212a2bb22f0151bfa9098f640890d09a6bcf41012c,2,conflicting_label_duplicate,
train_000790,d10a4ebcf992a28099855d212a2bb22f0151bfa9098f640890d09a6bcf41012c,3,conflicting_label_duplicate,
train_115658,d134b470ed63f1124d86649ed99aa5d4e8e0b300f51a766d1fa4ca00878e2753,2,same_label_duplicate,train_115607
train_118682,d16a4a9e7db897527586355d7cf8b54d8740ba3262a4ba027635d59da128a0d7,2,conflicting_label_duplicate,
train_118749,d16a4a9e7db897527586355d7cf8b54d8740ba3262a4ba027635d59da128a0d7,3,conflicting_label_duplicate,
train_002810,d23f06cac0f8e5f1ab832e9c3654e2a447ae3ee5a40f5f3b19b41aaf12aaa9be,2,same_label_duplicate,train_002779
train_004227,d2701cecba5fa03259f1b3bd1783bd3a65f8c55fd8a504d55ccf4462aeef73ed,0,same_label_duplicate,train_004137
train_085227,d35b97cfb04218653579b3552c3b1b18940e0ec6669d66a68ceb95b8a499ff7c,2,conflicting_label_duplicate,
train_085305,d35b97cfb04218653579b3552c3b1b18940e0ec6669d66a68ceb95b8a499ff7c,0,conflicting_label_duplicate,
train_046769,d3b5013e416790426495ddfe3b586ea8961ab370291bcbdb9a6353372d04d6a6,3,same_label_duplicate,train_046431
train_015682,d412c5caf752c757e5c26cc12c8da083411aa311eac7803b0c9e75c20d2b17ee,3,same_label_duplicate,train_015455
train_014804,d4a19286c32efbf78065fc527456b54c0e2a546eba275206e1da3487ce475bad,0,same_label_duplicate,train_014749
train_072400,d4a729f3e11204fd9f5050d66280d2d58deef72a7e07447e0fa480da2f7762fc,3,same_label_duplicate,train_072368
train_003949,d4d86933f9ef27e9ad371183c9c9408fd811bd71f1bf2c49e383f7d9fe5b18cf,2,same_label_duplicate,train_003929
train_089883,d806a4707172000160afce64b43140ec2c37d515f16998053d11556edc664496,3,same_label_duplicate,train_089832
train_111629,d9888e0955a37516fbbe337c5465c181c5f4d1d5c61ca1766e0bb3bf50f6468e,3,same_label_duplicate,train_111611
train_086799,d991b4d0fac8b1f4d6ebd0273cfeb8236146d1cdcb98dac31dc06618e2931541,3,same_label_duplicate,train_086724
train_003510,da255f3a67efc290cf7bbcad17c1e3c4b4e23fdc3b929fcf287c6edf35cca2b5,0,same_label_duplicate,train_003483
train_084755,db3aa2706ac47ca4d87d0b823d2f6ca7c837ff0b2428d96098c7a6204cf72f77,3,same_label_duplicate,train_083989
train_030387,db69a80ee257d38d36f3297d4527e939180e321887dfedff630183992578b07a,3,same_label_duplicate,train_029096
train_069882,dba793cdaac6f36528c402e12658dd27de46c9907566a1a1d8089371051cd943,3,same_label_duplicate,train_064194
train_005650,ddbed3f224e68a1eca44dab4ae94020d77ae163f5c855750033e8e7b2fc99e50,3,same_label_duplicate,train_005212
train_007643,def89c358c37e8a1350a46b220fa1d9302f8ed9299abe192d00f1e8a592203cc,2,same_label_duplicate,train_007588
train_049350,dfdb37db7b1ecb8aa85f874dda4e945bff2e69fccd985a6462676684e37daf0a,2,same_label_duplicate,train_049320
train_037374,e03de7bb83254ff45777f094271459c2bdd96ba837f74d51a38b99620280742d,2,same_label_duplicate,train_037313
train_105682,e0e17666c5ffacfbeb23578e9128f1626758505db28a3973259dd9c5170aa6da,2,same_label_duplicate,train_105669
train_082359,e2b2a52217de65ce9418a6f1038e34c45cf2efc20ec114ec6c5dd723cd36fea4,3,same_label_duplicate,train_081543
train_004954,e34bb55ddb76e25f4e8665007c0f9e92a98d7b377788aef88bf73570896f8a23,1,same_label_duplicate,train_004942
train_104396,e606641c9794fffa2426d872f86e3ac641a322ec86ccf87e5c7b41c3fab23e2b,3,same_label_duplicate,train_104249
train_004612,e61a0525f0e26ecdcf50dc0b7039efb59b275f91c874f446529977d0b928b8a4,2,conflicting_label_duplicate,
train_005971,e61a0525f0e26ecdcf50dc0b7039efb59b275f91c874f446529977d0b928b8a4,3,conflicting_label_duplicate,
train_045602,e65fd4a7b1914ab9a4265e0a14d886e7cafaebe76406a4b06cc5ba4e54a4b815,3,same_label_duplicate,train_045534
train_005094,e71dec5440e4c69edb5f8ded3cba2a7afcae4ee9943f43acd49f7e05cab92403,2,conflicting_label_duplicate,
train_005642,e71dec5440e4c69edb5f8ded3cba2a7afcae4ee9943f43acd49f7e05cab92403,3,conflicting_label_duplicate,
train_096471,e8fd6ff258d3d85dc033337b1dc43e2ee0f948f3617b4a4aa987d7d15b6da574,3,same_label_duplicate,train_096249
train_082357,e9030af779608443aa2c5f7de13e8805c0ac477fecc573b07d32b470f06b8bbe,3,same_label_duplicate,train_082195
train_016964,e92c7b2d89bced688c1b7725b0ee9214f4a0e23ea8d0bcb88f4c8dad692e2281,2,same_label_duplicate,train_016959
train_005908,e97d57f26c3df85c79e8780348888592d422d9f7f6fe09dbc86f7662279940f0,2,same_label_duplicate,train_005484
train_043711,ea48d58cb7b0c0bff40b3d106f9e59fec987de2538552f5c26878a074e06c4ac,2,same_label_duplicate,train_043598
train_016068,eabc4fe66c1f93894dc96193a0d7c805294b317dc033def9638f28573ff0b7e0,2,conflicting_label_duplicate,
train_016109,eabc4fe66c1f93894dc96193a0d7c805294b317dc033def9638f28573ff0b7e0,3,conflicting_label_duplicate,
train_074830,ebbbb40d590055ae8f5afe43217819ca7604c3d2557d4d57833324edee5e640e,3,same_label_duplicate,train_074807
train_005959,ec0364fd551bb1cc6e806ad0bf70cf07eff7dbc43c7f8471fb69544ebb57ddf2,3,same_label_duplicate,train_004912
train_065970,ec502bb647c06eede8881f626c00f21d8c4e05303056e30d24626036a0d89fe7,3,same_label_duplicate,train_065649
train_008553,ecb46acff41258f93e4c275b21160f1b5b7548981d5882b80a0f9ba4548c3d9f,2,same_label_duplicate,train_008480
train_038218,ee5f126e49447f2342df4af20f65ab9e978bc1cf8285e29a6f1518b50302a4f6,3,same_label_duplicate,train_037527
train_035059,f1117265bd1997f6ab18dec045daa0189a25b1b079a02b8b2cb657b85728570c,2,conflicting_label_duplicate,
train_035688,f1117265bd1997f6ab18dec045daa0189a25b1b079a02b8b2cb657b85728570c,3,conflicting_label_duplicate,
train_102803,f22959a8f03b3cfdaf23c93061c355f376b6c93205a594edfe21df51951d86b2,3,same_label_duplicate,train_102665
train_018334,f30af0f6383f77905784ceeec01aad8002d2dae6ede3e3062d768bf13e89a6ea,3,conflicting_label_duplicate,
train_018392,f30af0f6383f77905784ceeec01aad8002d2dae6ede3e3062d768bf13e89a6ea,2,conflicting_label_duplicate,
train_004863,f3522fc8ff606234c2969a307435ea0a65f0aecd3278f120cae80257b0a42361,1,same_label_duplicate,train_004836
train_065382,f6a5944752edb1e26da87782ada73949e3370e69440ac1d5edb43e6590dfc546,1,same_label_duplicate,train_065292
train_045911,f8b5ad0a94e063b94acb42063e33a1983cddafba452bea3d9455a0a075a08150,2,same_label_duplicate,train_045882
train_115986,f96f33c8931957a7f601c10e2b20a68d53b32f393c4a50c21a07854a4832a944,2,conflicting_label_duplicate,
train_116225,f96f33c8931957a7f601c10e2b20a68d53b32f393c4a50c21a07854a4832a944,3,conflicting_label_duplicate,
train_011443,f991c182078f4c89eced3a47c618f1312d72e5f4cc5c5e897f20d871956af20c,3,conflicting_label_duplicate,
train_011464,f991c182078f4c89eced3a47c618f1312d72e5f4cc5c5e897f20d871956af20c,2,conflicting_label_duplicate,
train_004292,fb86a0478131c208d42d71a5f972a3853dfa06bffa72c90e983205ce2094f846,1,same_label_duplicate,train_004157
